"Mention ID","Original Mention Index","Corrected Mention Index","Original Mention Text","Corrected Mention Text"
"s09e12c06t|39","[4, 8]","[2, 8]","همه ‌ ی قمرهاش","خودش و همه ‌ ی قمرهاش"
"s09e12c06t|52","[7, 8]","[8, 9]","که","بتونه"
"s09e12c06t|59","[5, 13]","[4, 13]","پیش ‌ غذا حساب میشه توی منوی فضایی","یه پیش ‌ غذا حساب میشه توی منوی فضایی"
"s09e12c06t|65","[1, 4]","()","پیش ‌ غذا",""
"s09e12c06t|66","[5, 8]","()","پیش ‌ غذا",""
"s09e12c06t|68","[7, 8]","()","ذهنم",""
"s09e12c06t|70","()","[10, 11]","","بگم"
"s09e12c06t|72","[0, 6]","[0, 1]","استعاره ‌ ی دیگه ‌ ای","استعاره"
"s09e12c06t|79","()","[3, 4]","","عاقبتش"
"s09e12c06t|97","()","[0, 1]","","میدونی"
"s09e12c06t|107","[1, 9]","[2, 11]","یه اسمی انتخاب کنیم که کسی مسخره ‌","اسمی انتخاب کنیم که کسی مسخره ‌ ش نکنه"
"s09e12c09t|14","()","[0, 1]","","فهمیدم"
"s09e12c09t|33","[0, 14]","[0, 15]",""" کو "" که از کوترپالی میاد و "" پر "" که از کوپر",""" کو "" که از کوترپالی میاد و "" پر "" که از کوپر میاد"
"s09e12c09t|39","[12, 13]","[11, 13]","میشه","پس میشه"
"s09e12c09t|43","[0, 7]","[0, 5]","K "" ؟ "" با حرف ""","K "" ؟ "" با"
"s09e12c09t|46","()","[8, 9]","","هستش"
"s09e12c09t|74","()","[7, 8]","","بفهمم"
"s09e12c09t|81","()","[15, 16]","","احساساتم"
"s09e12c09t|91","()","[8, 9]","","من"
"s09e12c09t|109","[9, 10]","[9, 11]","چه","چه چیزی"
"s09e12c09t|113","()","[4, 5]","","بذاری"
"s09e12c09t|117","()","[2, 3]","","نگرفتم"
"s09e12c09t|120","()","[2, 3]","","نگرفتیم"
"s09e12c09t|130","()","[0, 1]","","میدونین"
"s09e12c09t|134","[10, 11]","()","هاتون",""
"s09e12c09t|136","()","[10, 11]","","هاتون"
"s09e12c09t|152","()","[14, 15]","","میشه"
"s09e12c09t|163","()","[1, 2]","","نظرت"
"s09e12c09t|171","()","[16, 17]","","میگیریم"
"s09e12c09t|206","()","[1, 2]","","شوهرت"
"s09e12c09t|209","()","[13, 14]","","بتونی"
"s09e12c09t|217","()","[0, 1]","","منظورم"
"s09e12c09t|222","()","[2, 3]","","میدونم"
"s09e12c09t|225","()","[3, 4]","","منظورت"
"s09e12c09t|227","()","[12, 13]","","بذاریم"
"s09e12c09t|239","[5, 7]","()","صحبت میکنیم",""
"s09e12c09t|243","[17, 32]","[17, 26]","همه ‌ ی سال ‌ های اساسی زندگی اون رو تحت سلطه ‌ ی خودش","همه ‌ ی سال ‌ های اساسی زندگی اون"
"s09e12c09t|246","[20, 32]","[20, 26]","سال ‌ های اساسی زندگی اون رو تحت سلطه ‌ ی خودش","سال ‌ های اساسی زندگی اون"
"s09e12c09t|255","()","[0, 1]","","میدونی"
"s09e12c10t|11","()","[5, 6]","","بدم"
"s09e12c10t|33","()","[19, 20]","","نداشت"
"s09e12c10t|35","[22, 25]","[24, 25]","من رو بذاری","بذاری"
"s09e12c10t|57","[36, 40]","[36, 37]","هامون رو باید راجش","هامون"
"s09e12c10t|59","[31, 40]","[31, 37]","همه ‌ ی بچه ‌ هامون رو باید راجش","همه ‌ ی بچه ‌ هامون"
"s09e12c10t|69","()","[5, 6]","","کنم"
"s09e12c10t|71","()","[7, 8]","","فهمیدم"
"s09e12c11t|0","()","[5, 6]","","نشم"
"s09e12c11t|2","()","[4, 5]","","مادرش"
"s09e12c11t|4","()","[12, 13]","","خوابمون"
"s09e12c11t|7","[7, 12]","[7, 13]","همه ‌ ی اتاق ‌","همه ‌ ی اتاق ‌ خوابمون"
"s09e12c11t|20","[4, 5]","[1, 5]","هفتاد","دهه ‌ ی هفتاد"
"s09e12c11t|27","()","[0, 1]","","میدونین"
"s09e12c11t|36","()","[8, 9]","","مادرش"
"s09e12c11t|45","()","[26, 27]","","میدونی"
"s09e12c11t|49","()","[26, 27]","","میدونی"
"s09e12c11t|60","[1, 13]","[1, 14]","یه خرس گنده به اسم شلدون هم داریم که با ما زندگی","یه خرس گنده به اسم شلدون هم داریم که با ما زندگی میکنه"
"s09e12c11t|69","()","[9, 10]","","نبودم"
"s09e12c11t|71","()","[11, 12]","","هستش"
"s09e12c11t|73","()","[7, 8]","","هستش"
"s09e12c11t|80","[13, 16]","[13, 18]","زیاد از دستمال","زیاد از دستمال ‌ کاغذی"
"s09e12c11t|83","[3, 4]","[3, 5]","حسابی","حسابی پر"
"s09e12c11t|84","()","[2, 3]","","دلت"
"s09e12c11t|95","()","[0, 1]","","خوشحالم"
"s09e12c11t|97","()","[1, 2]","","میدونی"
"s09e12c11t|99","[8, 9]","[9, 10]","بدردت","بخوره"
"s09e12c11t|101","[5, 8]","[5, 9]","قرص ضد استرس","قرص ضد استرس بدردت"
"s09e12c11t|102","[7, 8]","[7, 9]","استرس","استرس بدردت"
"s09e12c11t|105","()","[3, 4]","","باشه"
"s09e12c11t|110","()","[8, 9]","","نمیخوام"
"s09e12c11t|112","[9, 12]","()","تمایل به خودکشی",""
"s09e12c11t|113","[9, 12]","()","تمایل به خودکشی",""
"s09e12c13t|0","()","[0, 1]","","باورم"
"s09e12c13t|2","()","[2, 3]","","دلم"
"s09e12c14t|2","()","[0, 1]","","دلم"
"s09e12c15t|2","()","[4, 5]","","لئونارد"
"s09e12c15t|4","[4, 5]","()","لئونارد",""
"s09e12c15t|6","[4, 5]","()","لئونارد",""
"s09e12c15t|13","()","[9, 10]","","خوشحالتون"
"s09e12c15t|15","[12, 13]","[18, 19]","اون","احساساتتون"
"s09e12c15t|20","()","[4, 5]","","لئونارد"
"s09e12c15t|22","[4, 5]","()","لئونارد",""
"s09e16c00t|29","()","[1, 2]","","خواهرام"
"s09e16c00t|44","[2, 3]","[2, 5]","پدر","پدر و مادر"
"s09e16c00t|56","()","[0, 1]","","منظورم"
"s09e16c00t|63","()","[15, 16]","","نیستم"
"s09e16c00t|69","[4, 5]","[5, 6]","خودت","میفهمی"
"s09e16c00t|72","[3, 4]","[3, 5]","این","این کارو"
"s09e16c00t|75","()","[9, 10]","","بگیریم"
"s09e16c00t|86","()","[21, 22]","","بتونیمم"
"s09e16c00t|97","[28, 29]","[27, 29]","زناشوییمونو","زندگی زناشوییمونو"
"s09e16c00t|98","()","[31, 32]","","نمیتونیم"
"s09e16c00t|102","()","[38, 39]","","میترسونه"
"s09e16c00t|103","[36, 37]","[36, 38]","بچه","بچه رو"
"s09e16c00t|106","()","[0, 1]","","نمیدونم"
"s09e16c00t|114","()","[8, 9]","","تو"
"s09e16c00t|122","()","[16, 17]","","بزرگش"
"s09e16c00t|128","()","[26, 27]","","کنیم"
"s09e16c00t|131","()","[25, 26]","","ش"
"s09e16c00t|135","()","[35, 36]","","نکنیم"
"s09e16c00t|138","()","[36, 37]","","میشه"
"s09e16c00t|140","[41, 42]","()","مشما",""
"s09e16c00t|141","()","[5, 6]","","نمیاد"
"s09e16c00t|142","()","[3, 4]","","نمیاد"
"s09e16c00t|146","()","[9, 10]","","زارم"
"s09e16c00t|148","[9, 10]","[8, 10]","زارم","چقدر زارم"
"s09e16c00t|154","()","[25, 26]","","اینه"
"s09e16c00t|160","[28, 29]","[33, 34]","خوبمون","بگیر"
"s09e16c00t|163","[28, 36]","[29, 36]","خوبمون با پرستار کم حقوق بگیر و جذاب","با پرستار کم حقوق بگیر و جذاب"
"s09e16c01t|2","()","[3, 4]","","شنیدم"
"s09e16c01t|8","[10, 16]","[10, 14]","یه سیاره جدید تو راه شیریتون","یه سیاره جدید تو"
"s09e16c01t|13","[14, 16]","()","راه شیریتون",""
"s09e16c01t|22","()","[7, 8]","","سرم"
"s09e16c01t|24","[15, 16]","()","شما",""
"s09e16c01t|27","[15, 16]","()","شما",""
"s09e16c01t|43","()","[4, 5]","","باهات"
"s09e16c01t|46","()","[6, 7]","","میخوام"
"s09e16c01t|56","[8, 9]","[7, 9]","چیزی","یه چیزی"
"s09e16c01t|59","[2, 8]","[2, 10]","برای مربا خونگی توی دسامبر گرفتی","برای مربا خونگی توی دسامبر گرفتی تبریک بگی"
"s09e16c01t|61","()","[8, 10]","","تبریک بگی"
"s09e16c01t|66","()","[7, 8]","","گرفتی"
"s09e16c01t|79","()","[0, 1]","","عالیه"
"s09e16c01t|81","[3, 4]","[2, 4]","چیزو","همه چیزو"
"s09e16c01t|85","()","[11, 12]","","بازی"
"s09e16c01t|88","()","[18, 19]","","سفرمون"
"s09e16c01t|93","[20, 21]","[20, 22]","دیزنی","دیزنی لند"
"s09e16c01t|94","()","[30, 31]","","میتونیم"
"s09e16c01t|100","[14, 15]","[11, 15]","هم","بازی کردن با هم"
"s09e16c01t|103","[26, 27]","[26, 28]","بچه","بچه هست"
"s09e16c01t|104","()","[10, 11]","","هست"
"s09e16c01t|124","[5, 7]","()","بیسکوییت گندمیش",""
"s09e16c01t|125","()","[6, 7]","","گندمیش"
"s09e16c01t|128","()","[10, 11]","","یکیش"
"s09e16c01t|130","()","[1, 2]","","کنم"
"s09e16c01t|135","()","[3, 4]","","شد"
"s09e16c02t|0","()","[1, 2]","","خوشحالم"
"s09e16c02t|9","[5, 6]","[4, 6]","چیزی","یه چیزی"
"s09e16c02t|11","[5, 12]","[4, 12]","چیزی هست که میخواستم باهاتون شریک بشم","یه چیزی هست که میخواستم باهاتون شریک بشم"
"s09e16c02t|13","()","[8, 9]","","میخواستم"
"s09e16c02t|29","()","[8, 9]","","شدی"
"s09e16c02t|31","()","[12, 13]","","وانمودی"
"s09e16c02t|36","()","[2, 3]","","من"
"s09e16c02t|38","[1, 2]","[1, 3]","خدای","خدای من"
"s09e16c02t|39","[2, 3]","[3, 4]","من","باورم"
"s09e16c02t|44","()","[2, 3]","","همش"
"s09e16c02t|47","()","[4, 5]","","نیستی"
"s09e16c02t|49","[1, 2]","[1, 3]","این","این موضوع"
"s09e16c02t|51","()","[0, 1]","","هستم"
"s09e16c02t|53","()","[4, 5]","","هستم"
"s09e16c02t|57","()","[5, 6]","","من"
"s09e16c02t|59","()","[8, 9]","","هورمونامه"
"s09e16c02t|64","[7, 16]","[12, 18]","از هورمونامه اما عجیبه که هاویی سالهاست که داره","هاویی سالهاست که داره راجب به"
"s09e16c02t|66","()","[14, 15]","","که"
"s09e16c02t|72","[17, 18]","()","به",""
"s09e16c02t|88","[17, 18]","[14, 15]","بشی","تو"
"s09e16c02t|90","[21, 24]","[21, 27]","قشنگترین بچه کوچولو","قشنگترین بچه کوچولو رو قراره بدنیا"
"s09e16c02t|91","()","[0, 1]","","گفتنش"
"s09e16c02t|97","[2, 3]","[3, 4]","طوری","نیست"
"s09e16c02t|98","[4, 9]","[4, 9]","من فقط لاغر مردنیشو شنیدم","من فقط لاغر مردنیشو شنیدم"
"s09e16c02t|107","[10, 13]","[10, 14]","اونطوری که باید","اونطوری که باید نبود"
"s09e16c02t|112","()","[2, 3]","","مطمئنم"
"s09e16c02t|115","[3, 6]","[3, 8]","تو شوک اولیه","تو شوک اولیه گیر کرده"
"s09e16c02t|127","()","[11, 12]","","شد"
"s09e16c03t|13","()","[2, 3]","","کنم"
"s09e16c03t|17","()","[3, 4]","","هست"
"s09e16c03t|23","()","[9, 10]","","باشه"
"s09e16c03t|39","[10, 11]","[9, 11]","چیز","همه چیز"
"s09e16c03t|42","()","[2, 3]","","میتونه"
"s09e16c03t|44","[3, 4]","[3, 5]","بچه","بچه رو"
"s09e16c03t|51","()","[5, 6]","","میدونی"
"s09e16c03t|55","()","[7, 8]","","خواهرم"
"s09e16c03t|59","[12, 13]","[11, 13]","قفل","دونه قفل"
"s09e16c03t|60","()","[9, 10]","","دستشوییش"
"s09e16c03t|66","()","[24, 25]","","برم"
"s09e16c03t|72","()","[5, 6]","","میدونی"
"s09e16c03t|76","[4, 11]","[6, 11]","اصلا میدونی مزنه قیمت بچه الان چقدره","مزنه قیمت بچه الان چقدره"
"s09e16c03t|91","()","[7, 8]","","انگار"
"s09e16c03t|93","()","[8, 9]","","تخمام"
"s09e16c03t|101","[18, 19]","[17, 19]","پول","باید پول"
"s09e16c03t|102","()","[0, 1]","","میدونم"
"s09e16c03t|104","()","[2, 3]","","میتونستی"
"s09e16c03t|108","[8, 9]","[6, 9]","جیبیتو","پول تو جیبیتو"
"s09e16c03t|119","[6, 7]","[7, 8]","خودت","میتونی"
"s09e16c03t|121","()","[8, 9]","","حلش"
"s09e16c03t|125","[5, 6]","[6, 7]","خودتم","میدونی"
"s09e16c03t|130","()","[6, 7]","","هست"
"s09e16c03t|135","()","[2, 3]","","میدونی"
"s09e16c03t|145","[2, 3]","[2, 4]","عقیم","عقیم شیم"
"s09e16c03t|152","[6, 8]","[6, 9]","بدترین ایده","بدترین ایده ت"
"s09e16c03t|153","()","[8, 9]","","ت"
"s09e16c04t|0","()","[2, 3]","","بریم"
"s09e16c04t|6","()","[7, 8]","","ذهنمونو"
"s09e16c04t|9","()","[5, 6]","","بریم"
"s09e16c04t|13","()","[0, 1]","","نمیدونم"
"s09e16c04t|19","()","[1, 2]","","ت"
"s09e16c04t|25","()","[2, 3]","","نمیتونم"
"s09e16c04t|32","()","[9, 10]","","میتونیم"
"s09e16c04t|41","()","[3, 4]","","نمیتونم"
"s09e16c04t|51","()","[11, 12]","","نمیتونی"
"s09e16c05t|10","[9, 10]","()","اون",""
"s09e16c05t|12","()","[12, 13]","","بزرگش"
"s09e16c05t|16","()","[15, 16]","","زیباش"
"s09e16c05t|18","()","[4, 5]","","کوچولوش"
"s09e16c05t|23","()","[9, 10]","","عقیمش"
"s09e16c05t|28","[7, 8]","[6, 8]","کسی","هر کسی"
"s09e16c05t|32","[7, 11]","[6, 12]","کسی چترهای کوچکو اختراع","هر کسی چترهای کوچکو اختراع کرد"
"s09e16c05t|34","()","[22, 23]","","خواست"
"s09e16c05t|36","[1, 6]","[1, 7]","یه قسمت کوچک از کله","یه قسمت کوچک از کله شونو"
"s09e16c05t|37","[5, 6]","[5, 7]","کله","کله شونو"
"s09e16c05t|38","()","[6, 7]","","شونو"
"s09e16c05t|48","()","[1, 2]","","نیست"
"s09e16c05t|49","[0, 7]","[0, 4]","دلیل نیست که نتونی گفتنش برای تو","دلیل نیست که نتونی"
"s09e16c05t|50","[6, 7]","[3, 4]","تو","نتونی"
"s09e16c05t|53","[0, 1]","()","تو",""
"s09e16c05t|72","[0, 8]","[3, 8]","هلیوم فراموش کن تنها ماده هدایت شونده واقعی","تنها ماده هدایت شونده واقعی"
"s09e16c06t|2","[6, 12]","[5, 12]","اختراع نوشیدنی چتری مختصرتر و بزرگتر","ثبت اختراع نوشیدنی چتری مختصرتر و بزرگتر"
"s09e16c06t|9","()","[0, 1]","","نمیدونم"
"s09e16c06t|21","()","[14, 15]","","میخریمشون"
"s09e16c06t|23","()","[0, 1]","","راسته"
"s09e16c06t|27","()","[5, 6]","","بزرگمو"
"s09e16c06t|30","()","[7, 8]","","کوچیکمو"
"s09e16c06t|32","[11, 14]","[10, 14]","پاد سایز متوسطم","ای پاد سایز متوسطم"
"s09e16c06t|41","[1, 12]","[0, 12]","همون دلیلی که ما کلی کار .باحال دیگه نمیکنیم ، تو","به همون دلیلی که ما کلی کار .باحال دیگه نمیکنیم ، تو"
"s09e16c06t|52","[1, 14]","[1, 15]","یه حرف خیلی هوشمندانه از آدمی که نمیتونه صورتشو تو یه حالت نگه","یه حرف خیلی هوشمندانه از آدمی که نمیتونه صورتشو تو یه حالت نگه داره"
"s09e16c06t|54","[6, 14]","[6, 15]","آدمی که نمیتونه صورتشو تو یه حالت نگه","آدمی که نمیتونه صورتشو تو یه حالت نگه داره"
"s09e16c06t|58","()","[9, 10]","","صورتشو"
"s09e16c06t|61","[12, 13]","[10, 15]","حالت","تو یه حالت نگه داره"
"s09e16c06t|67","()","[0, 1]","","امیدوارم"
"s09e16c06t|84","[0, 1]","[3, 4]","تو","هلیومت"
"s09e16c06t|87","()","[7, 8]","","نساختی"
"s09e16c06t|90","[3, 9]","[3, 4]","تو یه سیستم راهنما ساخت باشی","تو"
"s09e16c06t|95","[11, 13]","[11, 14]","اون جریان","اون جریان آشفته"
"s09e16c06t|97","[16, 18]","[16, 19]","یک گردش","یک گردش نما"
"s09e16c06t|101","[4, 5]","[1, 2]","موضوع","اونجایی"
"s09e16c06t|103","[3, 8]","[3, 10]","یه موضوع مرتبط با کوانتوم","یه موضوع مرتبط با کوانتوم و زره"
"s09e16c06t|104","()","[11, 12]","","میتونه"
"s09e16c06t|107","[1, 6]","[0, 7]","دستاوردهای جدید در کنار نوشیدنیهای","کشف دستاوردهای جدید در کنار نوشیدنیهای جدید"
"s09e16c06t|108","[5, 6]","[5, 7]","نوشیدنیهای","نوشیدنیهای جدید"
"s09e16c06t|113","[13, 16]","[12, 16]","سکس در شهر","سريال سکس در شهر"
"s09e16c06t|117","[4, 5]","[3, 5]","چیزی","یه چیزی"
"s09e16c06t|126","[1, 2]","[0, 2]","ها","بچه ها"
"s09e16c06t|132","()","[9, 10]","","دارن"
"s09e16c06t|133","[7, 11]","[6, 12]","آدم اینجا دارن آشپزی","کلی آدم اینجا دارن آشپزی میکنند"
"s09e16c07t|0","[1, 13]","[0, 13]","تمام خوشگذرونیهایی فکر کن که قراره وقتی بچه دار شدی بهت برسه","به تمام خوشگذرونیهایی فکر کن که قراره وقتی بچه دار شدی بهت برسه"
"s09e16c07t|5","()","[2, 3]","","میتونی"
"s09e16c07t|14","()","[10, 11]","","میشینی"
"s09e16c07t|17","[12, 15]","[12, 17]","کلی پفک کف","کلی پفک کف ماشین ریخته"
"s09e16c07t|18","[14, 15]","[14, 16]","کف","کف ماشین"
"s09e16c07t|23","()","[18, 19]","","میبرتش"
"s09e16c07t|36","()","[6, 7]","","ما"
"s09e16c07t|51","()","[3, 4]","","میکشم"
"s09e16c07t|70","[2, 3]","()","منم",""
"s09e16c07t|72","()","[2, 3]","","منم"
"s09e16c07t|78","()","[9, 10]","","دادم"
"s09e16c07t|88","[4, 5]","[5, 7]","داستان","جون داریه"
"s09e16c07t|91","[6, 13]","[5, 13]","زمانی حرافی میکرد و برنامه ریزی قطار","اختلاف زمانی حرافی میکرد و برنامه ریزی قطار"
"s09e16c07t|95","()","[4, 5]","","اومد"
"s09e16c07t|98","()","[11, 12]","","دادی"
"s09e16c07t|105","[3, 4]","[3, 5]","تخت","تخت شلدون"
"s09e16c07t|116","[14, 16]","[13, 16]","میرفت بیرون","داشت میرفت بیرون"
"s09e16c07t|117","()","[17, 18]","","میگه"
"s09e16c07t|120","()","[24, 25]","","گفت"
"s09e16c07t|122","()","[27, 28]","","بیا"
"s09e16c07t|124","()","[1, 2]","","تونستی"
"s09e16c07t|127","()","[0, 1]","","متاسفم"
"s09e16c07t|129","()","[2, 3]","","میدون"
"s09e16c07t|132","()","[5, 6]","","داره"
"s09e16c07t|134","()","[8, 9]","","مردت"
"s09e16c07t|136","[12, 13]","()","اتفاقات",""
"s09e16c07t|137","[15, 16]","()","هم",""
"s09e16c07t|138","()","[0, 1]","","میدونم"
"s09e16c07t|141","()","[3, 4]","","داره"
"s09e16c07t|142","()","[5, 6]","","میگم"
"s09e16c08t|2","[1, 2]","[1, 4]","کسه","کسه دیگه ایو"
"s09e16c08t|4","()","[5, 6]","","اینطوری"
"s09e16c08t|13","[6, 7]","[5, 7]","چیزی","یه چیزی"
"s09e16c08t|15","()","[2, 3]","","چیه"
"s09e16c08t|20","()","[0, 1]","","میتونی"
"s09e16c08t|34","()","[6, 8]","","باهوش تره"
"s09e16c08t|51","[8, 9]","[7, 9]","بارو","مسوؤل بارو"
"s09e16c08t|68","[11, 12]","()","سند",""
"s09e16c08t|74","()","[0, 1]","","نگاش"
"s09e16c08t|77","()","[8, 9]","","بشی"
"s09e16c08t|83","()","[19, 20]","","شدی"
"s09e16c08t|94","()","[3, 4]","","میگه"
"s09e16c08t|103","[8, 9]","[7, 9]","دو","هر دو"
"s09e16c08t|105","()","[15, 16]","","سخته"
"s09e16c08t|112","[22, 26]","[23, 26]","میتونی بهترین پدر باشی","بهترین پدر باشی"
"s09e16c08t|114","()","[25, 26]","","باشی"
"s09e16c08t|120","[1, 2]","[3, 4]","دوقولو","آورد"
"s09e16c08t|123","()","[4, 5]","","میتونیم"
"s09e16c09t|6","()","[2, 3]","","بخواین"
"s09e16c09t|20","()","[2, 3]","","داریم"
"s09e16c09t|24","()","[8, 9]","","نمیخود"
"s09e16c09t|27","()","[15, 16]","","لئونارده"
"s09e16c09t|30","[15, 16]","[16, 17]","لئونارده","میگه"
"s09e16c09t|33","()","[20, 21]","","میخوایم"
"s09e16c09t|37","[27, 28]","[26, 27]","بریم","میخوایم"
"s09e16c09t|44","()","[3, 4]","","میاد"
"s09e16c09t|52","()","[0, 1]","","میخوای"
"s09e16c09t|64","[2, 7]","[1, 7]","جای علامت سوال از نقطه","به جای علامت سوال از نقطه"
"s09e16c09t|66","()","[10, 11]","","مسته"
"s09e16c10t|1","()","[1, 2]","","فیلمت"
"s09e16c10t|2","()","[7, 8]","","میخوای"
"s09e16c10t|5","()","[13, 14]","","ترکوندی"
"s09e16c10t|13","[27, 67]","[39, 40]","♪ یه خانم خوب رو دید میزنی که ♪ ♪ که تو ردیفت نشسته ، لباس زرد پوشیده ♪ ♪ میگه سلام ♪ ♪ بیا بشین کنارم رفیق گرمابه و گلستانم ♪ ♪ بدون معطل کردن میری اونجا ♪ ♪","ردیفت"
"s09e16c10t|14","()","[39, 40]","","ردیفت"
"s09e16c10t|16","()","[44, 45]","","پوشیده"
"s09e16c10t|19","()","[47, 48]","","میگه"
"s09e16c10t|23","[54, 55]","[54, 58]","رفیق","رفیق گرمابه و گلستانم"
"s09e16c10t|27","()","[63, 64]","","میری"
"s09e16c10t|29","()","[61, 63]","","معطل کردن"
"s09e16c10t|50","()","[2, 3]","","میخواییش"
"s09e16c10t|58","()","[11, 12]","","میخواییش"
"s09e16c10t|64","[16, 17]","()","هرچی",""
"s09e16c10t|66","[43, 44]","()","حرکت",""
"s09e16c10t|74","[28, 29]","[34, 35]","هرچی","میخواییش"
"s09e16c10t|78","()","[37, 38]","","تو"
"s09e16c10t|82","[33, 34]","[48, 49]","تو","تو"
"s09e16c10t|84","()","[49, 50]","","میخواییش"
"s09e16c10t|86","[37, 38]","[52, 53]","تو","تو"
"s09e16c10t|90","()","[58, 59]","","میخوایش"
"s09e16c10t|92","()","[58, 59]","","میخوایش"
"s09e16c10t|94","[1, 2]","[1, 3]","بچه","بچه ها"
"s09e16c10t|105","()","[13, 14]","","میدونستم"
"s09e16c10t|110","()","[20, 21]","","میدادم"
"s09e16c10t|114","()","[1, 2]","","خوشحالم"
"s09e16c10t|116","()","[2, 3]","","اینجایی"
"s09e16c10t|118","[5, 6]","[3, 4]","بزنیم","میتونیم"
"s09e16c10t|131","()","[23, 24]","","میرم"
"s09e16c10t|135","()","[6, 7]","","شدم"
"s09e16c10t|144","()","[1, 2]","","نیست"
"s09e16c10t|147","()","[0, 1]","","خدارو"
"s09e16c10t|148","[6, 7]","[4, 5]","میگفتم","داشتم"
"s09e16c10t|153","[18, 19]","[17, 19]","نفر","یه نفر"
"s09e16c10t|154","()","[19, 20]","","شلوارشو"
"s09e16c11t|11","()","[4, 5]","","هست"
"s09e16c11t|12","[3, 4]","[2, 4]","دیگه","یکی دیگه"
"s09e16c11t|15","()","[7, 8]","","چشمام"
"s09e16c11t|27","()","[30, 31]","","کردم"
"s09e16c11t|31","[34, 35]","[33, 35]","منی","مال منی"
"s09e16c12t|1","()","[6, 7]","","دارم"
"s09e16c12t|8","()","[14, 15]","","عشقت"
"s09e16c12t|12","()","[24, 25]","","دارم"
"s09e16c12t|21","()","[29, 30]","","عشقت"
"s09e16c13t|2","()","[1, 2]","","ممنونم"
"s09e16c14t|2","()","[3, 4]","","پدرانمان"
"s09e16c14t|5","[11, 15]","[11, 16]","مهاجران به آن افتخار","مهاجران به آن افتخار میکنند"
"s09e16c15t|6","()","[5, 6]","","همسرم"
"s09e16c15t|17","()","[11, 12]","","عاشقتم"
"s09e16c15t|19","()","[11, 12]","","عاشقتم"
"s09e16c15t|24","()","[16, 17]","","فرزندم"
"s09e16c15t|31","()","[30, 31]","","دوستم"
"s09e16c15t|43","[6, 10]","[5, 11]","خواب ! کس دیگه","تخت خواب ! کس دیگه ای"
"s01e13c00f|0","[4, 9]","[8, 9]","اوه خداي من ، بسه","بسه"
"s01e13c00f|1","[0, 1]","()","معذرت",""
"s01e13c00f|9","()","[7, 8]","","نميذاري"
"s01e13c00f|12","[2, 3]","[1, 5]","خصوصي","حريم خصوصي آدم ها"
"s01e13c00f|15","()","[7, 8]","","تو"
"s01e13c00f|17","()","[4, 5]","","بگم"
"s01e13c00f|22","[3, 9]","[3, 10]","ملافه اي كه گرفتي جلوت سوراخ","ملافه اي كه گرفتي جلوت سوراخ سوراخه"
"s01e13c01f|2","[8, 9]","()","همون",""
"s01e13c01f|4","()","[5, 6]","","مريضت"
"s01e13c01f|6","[5, 20]","[4, 20]","مريضت رو بگو همون كه ... ... هر چيزي رو يه جور ديگه مي فهميد","اون مريضت رو بگو همون كه ... ... هر چيزي رو يه جور ديگه مي فهميد"
"s01e13c01f|7","[9, 10]","[8, 10]","كه","همون كه"
"s01e13c01f|9","[13, 14]","[12, 14]","چيزي","هر چيزي"
"s01e13c01f|10","[17, 18]","[15, 18]","ديگه","يه جور ديگه"
"s01e13c01f|13","()","[28, 30]","","مي گرفت"
"s01e13c01f|15","()","[27, 28]","","دوش"
"s01e13c01f|16","[2, 3]","[1, 2]","همين","قضيه"
"s01e13c01f|23","()","[5, 6]","","تعريفش"
"s01e13c01f|27","[7, 8]","[4, 5]","بزنيم","بتونيم"
"s01e13c01f|39","()","[2, 3]","","نيست"
"s01e13c01f|43","[2, 3]","()","ميدونم",""
"s01e13c01f|49","()","[1, 2]","","نازه"
"s01e13c01f|53","[13, 14]","[13, 16]","يه","يه روان پزشك"
"s01e13c01f|54","()","[22, 23]","","نيست"
"s01e13c01f|58","[2, 3]","()","اين",""
"s01e13c01f|62","()","[0, 1]","","نميدونم"
"s01e13c01f|64","()","[4, 5]","","عجيبه"
"s01e13c01f|78","()","[3, 4]","","برام"
"s01e13c01f|86","()","[5, 6]","","عصبيه"
"s01e13c01f|93","[0, 1]","[0, 2]","چه","چه غلطي"
"s01e13c01f|94","()","[3, 5]","","مي كردي"
"s01e13c01f|96","[6, 7]","[6, 8]","سينه","سينه هاشو"
"s01e13c01f|98","()","[7, 8]","","هاشو"
"s01e13c01f|103","[14, 15]","[1, 2]","بزنم","بودم"
"s01e13c01f|117","[2, 5]","[2, 3]","ممه بحث خوبي","ممه"
"s01e13c01f|118","[2, 3]","()","ممه",""
"s01e13c01f|130","[9, 13]","[9, 14]","يه خرده بيشتر عوض","يه خرده بيشتر عوض بشه"
"s01e13c01f|131","[9, 13]","[12, 14]","يه خرده بيشتر عوض","عوض بشه"
"s01e13c01f|134","()","[11, 12]","","بودن"
"s01e13c01f|140","[6, 7]","()","همين",""
"s01e13c01f|146","[5, 13]","[4, 14]","سنگ ، اينم زمين بزن كله منو داغون","اين سنگ ، اينم زمين بزن كله منو داغون كن"
"s01e13c01f|147","[12, 13]","()","داغون",""
"s01e13c01f|154","()","[10, 11]","","دلم"
"s01e13c01f|158","()","[6, 7]","","منظورت"
"s01e13c01f|160","[8, 9]","[8, 10]","اين","اين حرف"
"s01e13c01f|161","[0, 1]","[2, 3]","به","مياد"
"s01e13c01f|162","()","[11, 12]","","داري"
